Summary Nr,Event Date,SIC,&nbsp;,Fat,Event Description,Report ID
202454013,09/19/2007,4911,2282,&nbsp;,Employee Injured In Fall,0950642
200711836,02/05/2003,1711,8503,X,"Employee Killed, Another Injured When Struck By Forklift",0636900
200924165,09/19/2005,1521,5560,X,Employee Is Killed In Fall From Scaffold,0355118
200556389,03/06/2011,1799,4,X,Employee Is Overcome By Hydrogen Sulfide And Dies In Fall,0625700
200923399,08/09/2006,0782,4377,X,Employee Is Killed While Troubleshooting Equipment Failure,0355114
201083912,11/21/2002,1522,793,&nbsp;,Employee'S Leg Fractured In Fall From Steps,0950625
000693176,10/01/2001,2421,118,X,Employee Killed When Struck By Industrial Truck,0355110
200623734,02/16/2006,8999,28,X,Employee Dies In Fall From Manhole Ladder And Lack Of Oxygen,0454712
201502176,02/27/2001,1795,5199,&nbsp;,Employee Struck By Scrap Steel,0950614
200783538,04/29/2005,3255,26,X,Employee Is Electrocuted While Working On Breaker Cabinet,0626300
201692928,05/07/2008,2086,297,&nbsp;,Employee'S Eye Socket Is Fractured When Struck By Forklift,0950662
202585774,02/25/2009,5411,196,&nbsp;,Employee Amputates Thumb In Band Saw,0950612
200785269,01/26/2011,5541,217,X,Employee Is Struck And Killed By Tractor Trailer,0626300
200812683,06/27/2008,1629,2169,X,Employee Is Killed In Fall From Man-Basket,0627400
201104742,03/23/2004,2511,104,&nbsp;,Employee'S Hand Punctured By Wood Piece,0950624
201145935,08/05/2004,5149,699,&nbsp;,Employee'S Leg Is Fractured By Falling Door,0950631
201502598,07/16/2001,3325,2005,&nbsp;,Employee Burns Arm When Caught In Molding Machine,0950614
201492733,05/30/2009,4911,73,&nbsp;,Employee Is Burned By Hot Water,0950625
202341749,01/23/2007,3731,3813,X,Employee Is Killed In Fall From Ladder,0215000
202353868,02/21/2006,1761,3575,&nbsp;,Roofer Is Injured In Fall,0352430
202075230,01/20/2003,1542,2326,X,Employee Falls From Roof,0453730
201148517,10/25/2006,3548,1338,&nbsp;,Employee Fractures Leg When Struck By Metal Bar,0950631
202445839,01/17/2007,7361,914,&nbsp;,Employee'S Leg Is Amputated When Pinned Between Forklifts,0950633
000900613,02/24/2005,3441,176,X,Employee Dies After Being Pinned Against Railroad Car,0355114
200674901,07/02/2004,5099,52,X,Employee Falls From Golf Cart And Later Dies,0418800
201794559,07/13/2001,1791,426,&nbsp;,Employee Falls From Platform,0950644
202349510,11/20/2002,3273,8691,X,Employee Killed When Run Over By Truck,0352450
201044450,07/26/2010,1799,20,X,"Employee Is Injured By Ski Loader, Later Dies",0953220
200553402,06/26/2004,3731,7150,X,Pipe Fitter Is Killed By Falling Crane Load,0625700
201702248,03/22/2007,"1751,1794",426,&nbsp;,Employee'S Foot Is Fractured When He Falls,1054115
200074367,01/30/2010,5411,15,X,Employee Is Asphyxiated By Carbon Monoxide Exposure,0453720
201991932,08/15/2005,3272,4,&nbsp;,Employee Amputates Two Fingers In Precast Concrete Machine,0950411
201486479,06/03/2004,1761,5169,&nbsp;,Employee Is Injured After Falling From Roof,0950622
202422291,06/13/2010,1474,90,&nbsp;,Heart Attack,0950652
200524783,04/27/2002,2013,2753,&nbsp;,Employee Amputates Right Index Finger,0751910
170744759,08/09/2002,1611,748,X,Employee Dies From Apparent Heart Attack,0253620
202312971,03/28/2001,1751,50,&nbsp;,Employee Injured After Fall Over Guard Rail,0950612
201020229,06/24/2004,2084,116,&nbsp;,Employee Is Injured When Struck In The Face By Tank Lid,0950615
200555126,12/16/2007,4953,2685,X,Employee Is Killed When Run Over By Truck,0625700
170365944,10/29/2003,3365,27,X,Aluminum Dust Explosion Injures Six Employees And Kills One,0551800
202627881,10/25/2010,1522,145,&nbsp;,Worker Fractures Ribs In Fall Or In Scaffold Collapse,0950633
200602548,10/20/2003,1623,7828,X,Employee Killed When Struck By Flying Pipe,0625400
201521135,01/23/2001,3499,2570,&nbsp;,Employee Injured When Fingertip Amputated By Power Press,0111500
200901759,02/10/2006,1623,124,X,Employee Is Struck By Excavator Bucket And Later Dies,0418400
200451086,04/23/2001,3317,10388,X,Employee Killed When Srtuck By Rolling Pipe,0418600
202550737,10/21/2009,7542,24,X,"Employee Is Injured By Falling Beam, Later Dies",0950631
200023356,06/27/2007,2675,787,&nbsp;,Employee'S Arm Is Caught In Press And Amputated,0214200
201036399,07/17/2004,7699,11,&nbsp;,Employee Is Burned Using Steam Pressure Cleaner,0950635
200371680,07/27/2001,1731,226,&nbsp;,Electric Shock - Direct Contact With Energized Conductor,0454510
201612215,10/12/2001,2421,8,&nbsp;,Employee Burned By Hot Water In Sump Pit,1054113
200801322,06/09/2005,4911,9,&nbsp;,Employee Is Shocked By Underground Electric Cable,0523300
200673481,06/21/2001,3446,3002,&nbsp;,Employee Amputates Finger When Caught In Power Press,0418800
202421061,08/16/2007,9224,11,&nbsp;,Eight Employees Suffer Smoke Inhalation From Fire Fighting,0253410
201345170,09/23/2009,3646,403,&nbsp;,Employee Amputates Finger In Power Press,0729700
201201324,03/07/2001,2411,5190,&nbsp;,Employee Struck By Hardwood Tree,1054114
201180833,06/28/2001,8361,55,&nbsp;,Employee Is Injured In Fall Off Step,0950611
200622546,07/22/2003,0782,77,X,Employee Struck By A Tree Limb,0454711
202453551,02/20/2007,4789,88,&nbsp;,Employee Injures Hand When Glove Is Caught In Roller,0950642
202350518,04/05/2003,0783,8336,X,Employee Killed When Chainsaw Kicked Back,1055320
201638822,10/06/2009,9131,2,&nbsp;,Chemical Reaction Causes Respiratory Tract Irritation,1054191
200151058,12/06/2005,1794,195,X,Employee Is Killed In Trench Collapse,0214700
201494291,07/23/2010,5421,179,&nbsp;,Employee'S Finger Is Amputated When Caught In Grinder,0950625
200532836,10/07/2008,2448,666,&nbsp;,Employee Amputates Finger In Conveyor,0751910
200771947,03/06/2002,2051,1865,&nbsp;,Employee Injures Hand In Bagel Machine,0134000
201492196,01/12/2009,8011,558,&nbsp;,Employee Fractures Shoulder And Hip In Fall On Floor,0950625
201158425,10/14/2003,1742,3804,&nbsp;,Employee Is Injured When Struck By A Hose,0950633
201178662,12/30/2005,1794,5188,X,Employee Is Killed When Tractor Trailer Rolls Over,0950621
201271319,01/24/2001,1761,10667,X,Employee Killed When Fell Through A Skylight,0418300
201173390,04/22/2003,7992,58,&nbsp;,Fall By Golf Marshall Results In Broken Hip,0950621
201762036,07/16/2004,3999,2954,X,Employee Dies After Being Hit By Forklift,0626600
202506499,04/18/2008,4953,16,&nbsp;,Employee Slips And Falls On Bulldozer'S Running Board,0950622
201922598,08/07/2002,1381,930,X,Two Employees Killed In Oil Derrick Collapse,0626700
200625192,11/05/2008,5311,20,X,Fatal Forklifts Collision,0454716
200090645,12/05/2007,2431,681,&nbsp;,Employee'S Finger Tips Are Amputated In Jointer,0112300
201640000,03/25/2011,7538,4,X,Vechicle Falls From Jack Stand And Kills Mechanic,1054112
201174547,08/26/2003,1721,5883,&nbsp;,Employee'S Spinal Cord Is Injured In Fall From Ladder,0950621
200411023,11/08/2005,1711,200,X,Employee Killed In Trench Cave-In,0317300
201143526,01/30/2003,3728,394,&nbsp;,Employee Received Survery For Repetitive Motion Injuries,0950631
202469789,11/04/2010,3281,41,&nbsp;,Employee Injures Foot When Run Over By Forklift,0950643
201201498,07/02/2001,8011,13,&nbsp;,Employee Has Allergic Reaction To Spilled Perfume,1054194
200624823,06/28/2008,3398,411,X,"Employee Suffers Heart Attack, Later Dies",0454726
312666712,04/28/2011,7363,20,&nbsp;,Employee'S Finger Tip Is Amputated By Dock Plate,0950636
200997948,09/30/2009,2421,1076,X,Employee Is Killed When Crushed By A Log,0551800
200812535,01/05/2008,5153,2645,X,Employee Is Killed In Fall Into Moving Grain Auger,0627400
170008007,05/10/2001,1711,405,X,Employee Died From Heart Attack,1055360
200351799,02/13/2001,7211,19,X,Employee Dies Crawling Under Operating Dryer,0453710
201070232,07/14/2006,4911,499,&nbsp;,Employee Is Injured When Pinned Between Two Trucks,0950632
201106200,03/10/2005,1795,3058,&nbsp;,Employee Is Injured When Struck By Bottle Jack,0950624
200031839,06/09/2003,7699,173,X,Employee Dies Of Chemical Vapor Inhalation,0521700
201345527,09/20/2010,2671,54,&nbsp;,Employee'S Knee Is Fractured Caught In Press,0729700
201924990,09/04/2009,8713,39,X,"Employee Trips, Strikes Head On Ship'S Railing, And Dies",0626700
201406055,06/05/2002,1541,38,&nbsp;,Employee Slips On Ice Shield And Falls,0552651
202518999,06/11/2009,2033,358,&nbsp;,Employee'S Arm Is Amputated When Caught In Conveyor,0950624
200532380,06/17/2008,1741,422,X,Employee Suffers Heart Attack And Dies,0751910
201523743,02/07/2011,4911,14,&nbsp;,Burn - Electrical Fault In Overhead Power Line,0111500
200782282,03/28/2002,4225,9489,X,Employee Killed In Forklift Accident,0626300
201508439,03/20/2008,2434,48,&nbsp;,"Employee Is Struck By Flying Object, Punctures Abdomen",0950614
200674273,12/26/2002,0133,105,X,Employee Loses Control Of Vehicle And Drowns In Canal,0418800
201691789,05/25/2005,2099,15,&nbsp;,Employee'S Finger Is Amputated In Cheese Shredder,0950662
201146347,11/29/2004,1711,1450,&nbsp;,Employee Falls Off Ladder,0950631
202355855,10/29/2004,5093,1537,&nbsp;,Employee'S Arm Amputated After Being Caught In Conveyor Belt,0352440
201986932,10/02/2002,1791,6954,&nbsp;,Employee Injured After Falling 22 Feet,0950411
201634516,05/17/2004,2051,1380,&nbsp;,Employee Amputates Finger In Bagel Machine,1054111
200784619,12/31/2008,1623,98,X,Employee Connecting Power Line Is Electrocuted,0626300
202004602,03/31/2005,4212,6152,X,Employee Is Killed When Crushed In Skid Steer Loader,0317000
201408184,09/01/2009,1611,1161,X,Employee Is Killed When Run Over By Construction Equipment,0552651
202473914,03/13/2007,2841,37,&nbsp;,Employee Is Pulled Into Mixing Container And Scalped,0950636
200800498,04/10/2001,1522,8737,&nbsp;,Employee Injured In Fall From Roof,0523300
201202678,09/10/2004,3272,253,&nbsp;,Employee Suffers Fracture When Crushed By Equipment,1054114
200353621,08/22/2003,5713,3882,X,Employee Dies After Being Struck By Forklift,0453710
202468781,06/17/2010,1611,680,X,Employee Is Killed When Run Over By Truck,0950643
201041977,08/23/2004,1794,1592,&nbsp;,Employee'S Leg Is Amputated When Struck By Equipment,0953220
202023305,12/17/2002,4214,8610,X,Employee Killed When Crushed By Tire Guard Of Crane,0316100
201450756,11/20/2007,1622,3,X,Employee Apparently Drowns After Falling Into River,0418500
202087458,02/13/2006,5191,3602,&nbsp;,Employee Is Injured When Hand Caught In Conveyor,0524700
201154457,05/01/2001,7389,801,&nbsp;,Employee Sustains Head Injuries After Being Hit By Sharpnel,0950633
202476123,07/23/2009,2676,2,&nbsp;,Employee'S Finger Is Lacerated Unjamming Machine,0950636
201124088,10/19/2002,2026,374,&nbsp;,Employee Injured When Lift Gate On Truck Collapses,0950613
201179538,04/18/2006,4213,1532,&nbsp;,Employee Fractures Ankle When Struck By Falling Pallet,0950621
202451753,10/04/2005,1791,583,&nbsp;,Two Employees Fracture Legs When Steel Column Falls,0950642
200551711,01/19/2001,1381,10685,X,Employee Killed When Struck By Kelly Hose,0625700
202368254,02/26/2010,8211,797,X,Employee Is Shot And Is Killed,1055330
201701125,08/19/2001,"1791,5211",8278,&nbsp;,Employee Injured From Fall Off Of Pole,1054115
202086286,07/30/2002,3441,4464,&nbsp;,Employee'S Leg Injured When Struck By Steel Coil,0524700
202452389,02/28/2006,1721,3568,&nbsp;,Employee Is Injured In Fall From Scaffold,0950642
202465001,05/05/2007,2421,830,&nbsp;,Employee'S Finger Is Amputated While Using Transpower Saw,0950643
201126828,07/23/2008,4581,742,&nbsp;,"Employee Trips And Falls Out Elevator, Fractures Arm",0950613
200211076,06/18/2002,7389,4545,X,Employee Struck His Head In The Back Of A Truck And Died,0626000
202088530,03/10/2008,5511,83,X,Employee Slips On Ice And Hits His Head On A Wall,0524700
201034824,04/02/2003,1721,866,&nbsp;,Two Employees Injured When Rolling Scaffold Collapses,0950635
201761566,03/29/2002,1629,9485,X,Employee Killed When Bulldozer Crushes Him,0626600
201067857,07/21/2004,1751,279,&nbsp;,Employee Is Injured When Struck By Falling Wall,0950632
202489274,07/13/2009,0761,15,&nbsp;,Falling Ladders Hits And Sends Farm Worker To Hospital,0950621
200040475,05/19/2001,1381,10331,X,Employee Struck And Killed By Kelly Hose,0653510
200754836,10/14/2002,3251,8813,X,Employee Killed After Fall Through Skylight,0522500
201855897,02/20/2006,3089,1173,&nbsp;,Employee'S Arm Is Amputated After Being Crushed By Machine,0452110
201183712,05/16/2007,1771,404,&nbsp;,Two Employees Are Injured In Excavation Cave-In,0950611
201124559,08/07/2003,1542,100,&nbsp;,Backing Truck Injures Employee,0950613
200533263,01/13/2010,3469,312,&nbsp;,Employee Injures Hand While Operating Power Press,0751910
202271920,12/01/2008,4111,1746,X,"Bus Operator Is Stabbed, Killed By Rider",0253650
202585832,04/11/2009,0212,489,&nbsp;,"Employee Is Thrown By Horse, Fractures Pelvis",0950612
200263770,11/03/2009,5311,1001,X,"Employee Strikes Head In Fall From Ladder, Is Killed",0627100
201145695,06/05/2004,3496,1651,&nbsp;,Employee'S Fingers Are Amputated By Wire Cutter In Machine,0950631
201171824,04/26/2002,1731,305,&nbsp;,Employee Burned When Busbars Explode In Electrical Cabinet,0950621
200541696,02/10/2008,8734,2576,X,Employee Is Killed In Fall Over Guardrail,0317500
202088282,06/23/2007,1542,6,&nbsp;,Employee Injured In Fall When Atv Drives Off Roof,0524700
201088853,02/08/2007,7532,396,&nbsp;,Automotive Painter Sustains Abrasions When Tractor Starts,0950625
202486536,01/20/2008,4939,27,&nbsp;,Fall - Employee Ejected From Aerial Lift,0950621
201572849,12/15/2004,1799,3,X,Employee Dies After Falling Over Handrail,0830500
200261683,01/02/2002,1623,9696,X,Three Employees Killed In Fall From Communication Tower,0627100
202333936,09/07/2008,9221,1979,X,Employee Is Killed In Motor Vehicle Accident,0253420
201772324,01/20/2004,3087,38,&nbsp;,Grinding Mill Operator'S Arm Crushed Between Rollers,0213900
200996700,08/24/2007,9224,294,X,Employee Dies From Heart Attack,0551800
202542775,01/14/2011,1522,4,&nbsp;,Employee Is Impaled On Buttocks By Uncapped Rebar,0950641
201407095,11/20/2003,1791,7726,X,Employee Killed When Forklift Boom Contacts Power Line,0552651
202443693,07/10/2006,4953,4526,X,Employe Is Killed When Struck By Backhoe Boom,0950633
200212678,11/25/2009,1799,351,X,"Worker Falls From Second Story Floor, Later Dies",0626000
202464665,05/16/2007,1542,232,&nbsp;,Three Employees Are Burned In Gas Line Explosion,0950643
201069465,09/20/2005,1611,1744,&nbsp;,Employee Fractures Foot In Fall From Ladder,0950632
202445227,12/15/2006,1794,3911,X,Employee Is Killed When Run Over By Dozer,0950633
202357612,04/21/2005,7532,150,&nbsp;,Employee Is Injured When Tire Breaking Machine Breaks,0352450
202081154,06/07/2011,2086,4,X,Backing Truck Crushes And Kills Dock Worker,0453730
200992469,09/04/2003,2411,7961,X,Employee Is Killed While Felling Trees,0551800
200357630,01/12/2009,1741,189,X,Employee Dies From Heart Attack,0453710
201636115,07/12/2006,1623,3,&nbsp;,Employee Sustains Lacerations When Cutoff Saw Kicks Back,1054112
201693207,12/28/2008,4225,136,&nbsp;,Worker Suffers Injuries In Fall From Forks Of Forklift Truck,0950662
200541340,02/01/2006,1795,280,X,Worker Dies Of Head Injuries,0317500
200262798,03/24/2006,5083,4931,X,Employee Is Killed When Crushed By Falling Load,0627100
202077293,05/23/2006,5984,2,&nbsp;,Employee Is Burned When Spark From Radio Ignites Gas,0453730
202502555,09/20/2007,1799,8,&nbsp;,Employee Sickened By Exhaust From Gasoline-Powered Engine,0352450
200902518,11/01/2010,7538,371,X,Mechanic Is Crushed And Killed By Truck,0418400
201771730,08/09/2002,2051,7113,&nbsp;,Employee'S Arm Injured When Caught In Conveyor,0213900
201798659,05/03/2004,1742,29,&nbsp;,Employee Injures Eye While Operating Stapler Tool,0950644
201056132,11/20/2001,3317,2340,&nbsp;,Employees Finger Amputated After Being Pinched By Tubing,0950642
200231728,10/14/2005,2048,1269,&nbsp;,Employee'S Leg Is Amputated After Fall Into Auger,1032500
201059789,04/04/2005,4513,36,&nbsp;,Employee Falls From Tractor Cab,0950642
200604536,04/29/2010,1741,735,X,Employee Is Killed In Fall From Scaffold,0625410
200772994,01/20/2004,1731,47,&nbsp;,Employee Injured In Fall From Ladder Onto Glass Roof,0134000
201023223,02/01/2011,2499,6,&nbsp;,Cabinet Maker Lacerates Finger,0950615
201114873,08/10/2002,2911,929,&nbsp;,Two Employees Burned By Steam From Turbine,0950643
202344057,08/07/2003,7363,2582,X,Employee Is Electrocuted While Capping Wires,0420600
202469813,12/14/2010,1521,40,&nbsp;,Employee Is Injured When Saw Blade Cuts Left Hand,0950643
202462842,12/13/2005,7363,1668,&nbsp;,Employee Fractures Hand In Fall From Pipe Rack,0950643
202445599,01/09/2007,3691,4,&nbsp;,Worker Burns Fingers That Got Caught In Hot Casting Molds,0950633
200053445,04/22/2008,1795,276,&nbsp;,Two Employees Are Injured In Fall From Collapsed Scaffold,0728900
201633690,05/29/2003,4213,767,&nbsp;,Employee'S Pelvis Fractured When Run Over By A Tractor,1054111
201485109,10/01/2002,0181,115,&nbsp;,Employee Falls From Fork Lift,0950622
200374304,06/25/2007,7514,3297,X,Employee Killed When Run Over By Tractor Trailer,0454510
200571354,10/17/2008,4221,1852,X,Employee Is Killed In Fall From Man Basket,0316700
201521960,05/24/2004,1791,7234,X,Employee Is Killed After Falling From Roof,0111500
200603629,04/02/2007,3714,230,&nbsp;,Employee Is Burned In Welding Fire In Ventilation System,0625400
200774230,08/17/2005,1761,255,&nbsp;,Employee Is Injured When Scaffold Collapses,0134000
201613973,11/23/2008,0811,161,&nbsp;,Employee Sustains Fracture In Fall From Semi-Truck Trailer,1054113
201056686,09/07/2002,5051,4397,&nbsp;,Employee Amputates Finger When Struck By Rotating Blade,0950642
200643864,07/22/2007,7999,372,X,Two Employees' Killed And Two Injured In Fireworks Show,0627700
201797164,09/03/2003,3556,1087,&nbsp;,Employee Injures Fingers In Roller,0950644
200262426,09/03/2004,1629,3359,X,Employee Dies When Struck By Tree,0627100
000952804,06/15/2005,1711,488,X,Employee Dies Of An Apparent Heart Attack,0355116
201984796,05/20/2002,1522,7311,X,Employee Dies From Fall,0950411
202560975,07/02/2010,8082,22,X,Employee Was Found Unconscious And Dies,0950411
201989688,05/05/2003,1799,6261,&nbsp;,Employee Injured In Fall,0950411
201484490,07/09/2001,1791,141,&nbsp;,Employee Suffers Broken Ankle When Beam Rolls Over His Leg,0950622
201986486,08/03/2002,2011,9087,X,Employee Killed By A Dump Trunk,0950411
200631802,12/17/2007,1794,97,X,Employee Killed By Blow To Chest In Trench Cave-In,0316400
201066024,01/09/2003,7549,159,&nbsp;,Employee Injured While Repairing Curbtender,0950632
202519153,07/14/2009,0783,437,X,Tree Breaks And Falls While Tree Trimmer Is In The Tree,0950624
202467312,10/21/2008,3229,46,&nbsp;,Worker'S Face Is Burned During Glass Scoring Operations,0950643
202444170,07/07/2006,1622,28,&nbsp;,Employee Is Injured When Struck By Board,0950633
202080289,10/26/2009,7363,51,&nbsp;,Employee Is Burned By Hot Mold,0453730
200371870,09/24/2001,5531,232,X,Employee Died When Tire Explodes,0454510
201572153,07/24/2002,1611,7168,&nbsp;,No Employees Are Injured In Accident,0830500
200532604,08/18/2008,3531,234,&nbsp;,Employee Partially Amputates Two Fingers In Mill,0751910
201144250,06/19/2003,8361,41,&nbsp;,Employee Slipped And Fell On Wet Floor,0950631
202344032,09/09/2003,4841,17,X,Employee Is Electrocuted While Pulling Cable Over Trees,0420600
201158771,10/19/2003,5531,11,&nbsp;,Employee Is Burned When Compound Ignites,0950633
202087078,11/07/2004,3084,158,&nbsp;,Employee Suffers Lacerated Finger,0524700
202550471,03/04/2009,7699,550,&nbsp;,Employee Amputates Finger On Moving Valve,0950631
200570752,05/26/2004,1741,24,X,Employee Is Killed When He Loses Balance And Falls From Roof,0316700
171010580,03/15/2002,7538,4664,&nbsp;,Employee Suffers Injuried After Being Struck By A Vehicle,0950631
201573409,03/27/2008,1381,2451,X,Employee Is Killed When Caught Between Truck And Drill Rig,0830500
202466462,05/08/2008,1611,807,&nbsp;,Employee Fractures Pelvis In Trench Collapse,0950643
200540904,06/25/2003,1721,197,X,Employee Electrocuted When Paint Pole Contacts Power Line,0317500
200603082,08/30/2005,1761,5634,X,Employee Is Killed In Fall From Scissor Lift,0625410
202149100,06/28/2007,9224,304,X,Employee Dies From Heart Attack,0253640
201156601,11/01/2002,2873,8747,X,Employee Killed When Crushed By Forklift,0950633
202505129,02/15/2008,1741,1941,&nbsp;,Four Injured When Suspension Scaffold Platform Breaks,0352430
202586715,04/06/2011,9224,4,&nbsp;,Employee Is Injured In Electrical Fire,0950614
170835771,09/25/2008,2421,488,&nbsp;,Employee'S Finger Is Amputated By Conveyor Roller,0950615
200051852,04/12/2002,0711,3765,X,Employee Dies After Falling From A Stepladder,0728900
200023158,12/23/2005,5541,142,X,Employee Dies After Being Struck By Vehicle In Car Wash,0214200
200602977,06/13/2005,1381,5920,X,Employee Strikes Head In Fall And Is Killed,0625400
201282092,08/25/2005,1771,5658,X,Employee Killed By Falling Column,0418100
201799210,10/18/2004,1623,677,&nbsp;,Employee'S Ribs Fractured When Shoring Gives Way,0950644
201283322,09/08/2010,2281,16,X,"Employee Falls And Strikes Head, Later Dies",0418100
202344941,10/30/2004,1741,200,X,Loader Tips Over Pond Trapping Employee Under Water,0420600
200758381,03/09/2007,0213,3655,X,Employee Is Killed When Caught In Mixer,0522500
200358166,10/29/2009,2411,788,X,"Employer Is Injured By Falling Tree Top, Later Dies",0453710
202314027,01/26/2004,1711,97,&nbsp;,Backing Vehicle Injures Employee,0950612
201562568,11/01/2010,1799,1,&nbsp;,Ten Employees Are Burned By Steam Inside Tunnel,0854910
200774909,08/17/2007,1799,107,&nbsp;,Employee Injured When Struck By Collapsing Masonry Wall,0134000
201485810,09/23/2003,1751,1030,&nbsp;,Employee Amputates Finger With Circular Saw,0950622
200526036,10/15/2002,2431,1176,&nbsp;,Employee Injures Fingers While Operating Table Saw,0751910
201859659,04/15/2008,1771,2396,X,Employee Is Killed When Struck By Cement Truck,0452110
200690493,02/26/2002,7211,1871,X,Employee Crushed In Press Machine,0112600
200830859,08/30/2004,1796,6872,X,Employee Killed When Head Contacts Elevator Power Line,0215600
201405636,10/19/2001,1721,9896,X,Employee Killed In Fall From Forklift,0552651
201115839,03/28/2003,5085,134,&nbsp;,Employee Slips And Falls From Storage Rack,0950643
201096328,03/03/2003,5311,2369,&nbsp;,Employee Fractures Ankle On Slippery Floor,0950645
200822005,04/14/2003,1799,6358,&nbsp;,Employee Injured In Fall From Catwalk,0521400
201181823,10/31/2003,7381,3772,&nbsp;,Employee Is Injured When Struck By Transom,0950611
202613964,06/08/2011,3993,20,&nbsp;,Worker Fractures Arm On Printer Head,1054111
200052470,02/14/2005,3443,1204,&nbsp;,Employee Amputates Fingers In Roll Forming Machine,0728900
200002160,03/14/2006,1731,4959,X,Employee Is Killed In Fall From Tower,0728500
202530713,04/18/2011,1711,2,&nbsp;,Employee Falls From Scissor Lift,0950635
201064771,02/21/2002,5511,90,&nbsp;,Employee Severed Fingertip In Fan Blade,0950632
200372019,12/27/2001,4212,9711,X,Employee Killed When Struck By Steel Bridging Bundle,0454510
201507258,01/24/2007,0783,1255,&nbsp;,Employee Falls And Fractures Ankle Entering Elevator,0950614
201065828,05/08/2002,5812,143,&nbsp;,Restaurant Cook Is Burned When He Is Splahed By Hot Oil,0950632
201086402,03/21/2005,7349,18,&nbsp;,Employee Receive Third Degree Burns Using Lacquer Thinner,0950625
202599833,11/04/2009,7349,356,&nbsp;,"Employee Falls From Ladder, Fractures Back",0950612
202517546,06/21/2008,9631,780,&nbsp;,Employee Fractures Leg In Fall From Ladder,0950624
201102191,09/20/2001,2033,307,&nbsp;,Employee Burned Cleaning Tomato Tank,0950624
201089232,01/18/2007,1761,1265,&nbsp;,Employee Fractures Hip In Fall From Roof,0950625
201353331,04/01/2007,6531,3591,X,Employee Is Killed In Fall From Resort Balcony,0419700
201055563,06/14/2001,4212,5050,&nbsp;,Employee Struck And Injured By Falling Boxes,0950642
202483806,04/03/2009,1622,1501,X,Employee Is Struck And Killed By Truck,0420600
202540845,06/25/2009,1623,75,&nbsp;,Employee Receives Burns And Other Injures From Flash Fire,0950641
201067089,01/19/2004,1795,7,&nbsp;,Employee Is Injured In Fall From Low Roof,0950632
201262680,02/24/2010,3111,800,X,Employee Falls From Step Ladder And Is Killed,0524200
202464970,06/06/2007,1731,56,&nbsp;,Employee Burned When Fuse Box Explodes,0950643
201982485,03/05/2001,1742,8880,&nbsp;,Employee Injured In Fall From Roof,0950411
200980563,03/24/2005,1795,6176,X,Employee Is Killed When Struck By Hopper,0855610
200103257,01/16/2008,3543,520,&nbsp;,Employee Amputates Toe In Core Making Machine,0522300
201762952,08/09/2007,1751,3117,X,Employee Killed In Fall From Roof Work Platform,0626600
202528618,01/10/2008,1761,2005,&nbsp;,Employee Injured In Fall From Second Story Of Building,0950635
202443339,03/07/2006,4225,3552,&nbsp;,Employee Is Injured When Forklift Strikes Column,0950633
201690849,02/20/2003,3443,1953,&nbsp;,Employee'S Fingers Amputated While Setting Up A Press,0950662
200271484,09/20/2005,1611,238,&nbsp;,Crane Tips Over,0524500
200380863,05/27/2008,3469,26,X,Employee Is Struck By Debris From Exploded Grinder And Dies,0336000
200644896,09/15/2010,5159,463,X,Employee Is Killed In Forklift Incident,0627700
201202413,11/05/2003,1521,187,&nbsp;,Employee Sufferes Fracture After Fall Through Unguarded Hole,1054114
201127537,03/24/2010,1731,49,&nbsp;,Electric Shock - Direct Contact With Energized Parts,0950613
201142684,04/02/2002,4952,121,&nbsp;,Employee Injured From Chlorine Gas Exposure,0950637
201107612,09/08/2005,0172,5,&nbsp;,Employee Run Over By Grape Harvester,0950624
202440673,01/20/2005,7342,52,&nbsp;,Employee Injures His Head When He Falls From Truck Bed,0950633
201858016,04/07/2004,3469,7392,X,Employee Falls From Elevation And Is Killed,0452110
202634739,07/25/2011,4222,15,&nbsp;,Employee Foot Is Injured When Forklift Battery Falls,0950612
201059938,07/25/2005,4225,3,&nbsp;,Employee Is Injured While Engaged In Materials Handling,0950642
201371093,12/10/2006,1795,3934,X,Employee Is Killed When Struck By Falling Debris,0317700
202317426,01/10/2002,0761,9678,X,Employee Killed When Run Over By Harvesting Machine,0420600
202342473,01/15/2010,1731,6,X,Employee Dies Ater Having A Seizure,0215000
202014759,06/22/2010,8052,53,X,Employee Dies From Propane Tank Explosion,0216000
201353489,12/05/2007,5142,2722,X,Employee Is Killed When Struck By Trailer Door,0419700
201800844,03/09/2006,3991,6,&nbsp;,Employee'S Finger Is Amputated By Sealing Machine,0950644
200602027,03/11/2002,7389,2545,X,Employee Falls From Refuse Truck,0625400
201262532,08/06/2009,1761,1229,X,Employee Is Killed By Falling From Scaffold,0524200
202313557,07/19/2003,7538,147,&nbsp;,Employee Is Injured While Repairing Truck,0950612
201771367,07/09/2001,3399,7902,&nbsp;,Fall Into Pit,0213900
201064193,05/01/2001,1795,5110,&nbsp;,Employee Injured After Being Struck By A Falling Lamp Post,0950632
201116563,09/06/2003,1791,5859,&nbsp;,Employee Is Injured After Fall Through Hole In Roof,0950643
201773629,10/24/2010,1761,391,X,Worker Is Killed By Fall Through Warehouse Roof,0213900
202005211,11/25/2008,5912,4,X,"Volunteer Is Injured In Fall Down Steps, Later Dies",0317000
200232403,04/21/2010,5142,168,&nbsp;,Worker Amputates Finger In Bagging Machine,1032500
